
MTB rifampicin All set Results

rifampicin
0    3069
1    1232
dtype: int64

matrix_size: (4301, 212)

,classifier,tr_precision_avg,tr_recall_avg,tr_f1_avg,te_precision_avg,te_recall_avg,te_f1_avg,Tf_CV_Avg,au_ROC_avg,au_PR_avg
0,LogR,0.973,0.96,0.966,0.968,0.953,0.96,0.969,0.987,0.979
1,gNB,0.879,0.634,0.647,0.852,0.613,0.618,0.779,0.967,0.934
2,SVM,0.978,0.976,0.977,0.972,0.965,0.968,0.974,0.994,0.978
3,DT,0.997,0.995,0.997,0.962,0.95,0.956,0.964,0.953,0.948
4,RF,0.994,0.989,0.991,0.962,0.944,0.952,0.96,0.978,0.972
5,KNN,0.963,0.924,0.941,0.954,0.906,0.926,0.939,0.958,0.959
6,LDA,0.991,0.985,0.988,0.971,0.956,0.963,0.971,0.986,0.975
7,mNB,0.913,0.939,0.924,0.909,0.933,0.92,0.933,0.98,0.958
8,ABC,0.97,0.959,0.964,0.962,0.947,0.954,0.962,0.982,0.971
9,GBC,0.975,0.965,0.97,0.966,0.953,0.959,0.966,0.982,0.974
10,ETC,0.997,0.995,0.997,0.964,0.953,0.958,0.966,0.978,0.972
11,BC,0.993,0.988,0.991,0.967,0.956,0.961,0.967,0.974,0.97

Predicted Labels All Set
,Isolate,prediction by LogR,prediction by gNB,prediction by SVM,prediction by DT,prediction by RF,prediction by KNN,prediction by LDA,prediction by mNB,prediction by ABC,prediction by GBC,prediction by ETC,prediction by BC
363,SAMN03647779,0,0,0,0,0,0,0,0,0,0,0,0
364,SAMN03647791,0,0,0,0,0,0,0,0,0,0,0,0
365,SAMN03647794,0,0,0,0,0,0,0,0,0,0,0,0
366,SAMN03647817,0,0,0,0,0,0,0,0,0,0,0,0
367,SAMN03647824,0,0,0,0,0,0,0,0,0,0,0,0
368,SAMN03647827,0,0,0,0,0,0,0,0,0,0,0,0
369,SAMN03647842,0,0,0,0,0,0,0,0,0,0,0,0
370,SAMN03647844,0,0,0,0,0,0,0,0,0,0,0,0
371,SAMN03647847,0,0,0,0,0,0,0,0,0,0,0,0
372,SAMN03647858,0,0,0,0,0,0,0,0,0,0,0,0
373,SAMN03647870,0,0,0,0,0,0,0,0,0,0,0,0
374,SAMN03647889,0,0,0,0,0,0,0,0,0,0,0,0
375,SAMN03647898,0,0,0,0,0,0,0,0,0,0,0,0
376,SAMN03647909,0,0,0,0,0,0,0,0,0,0,0,0
377,SAMN03647912,0,0,0,0,0,0,0,0,0,0,0,0
378,SAMN03647919,0,0,0,0,0,0,0,0,0,0,0,0
379,SAMN03647925,0,0,0,0,0,0,0,0,0,0,0,0
380,SAMN03647932,0,0,0,0,0,0,0,0,0,0,0,0
381,SAMN03647954,0,0,0,0,0,0,0,0,0,0,0,0
382,SAMN03647972,0,0,0,0,0,0,0,0,0,0,0,0
383,SAMN03647981,0,0,0,0,0,0,0,0,0,0,0,0
384,SAMN03647996,0,0,0,0,0,0,0,0,0,0,0,0
385,SAMN03647997,0,0,0,0,0,0,0,0,0,0,0,0
386,SAMN03647998,0,0,0,0,0,0,0,0,0,0,0,0
387,SAMN03648008,0,0,0,0,0,0,0,0,0,0,0,0
388,SAMN03648009,1,0,1,1,1,1,1,1,1,1,1,1
389,SAMN03648016,0,0,0,0,0,0,0,0,0,0,0,0
390,SAMN03648021,1,0,1,1,1,1,1,1,1,1,1,1
391,SAMN03648025,0,0,0,0,0,0,0,0,0,0,0,0
392,SAMN03648032,0,0,0,0,0,0,0,0,0,0,0,0
393,SAMN03648035,0,0,0,0,0,0,0,0,0,0,0,0
394,SAMN03648055,0,0,0,0,0,0,0,0,0,0,0,0
395,SAMN03648065,0,0,0,0,0,0,0,0,0,0,0,0
396,SAMN03648068,1,0,1,1,0,0,1,1,0,1,1,1
397,SAMN03648082,1,0,1,1,1,1,1,1,1,1,1,1
398,SAMN03648193,0,0,0,0,0,0,0,0,0,0,0,0
399,SAMN03648196,0,0,0,0,0,0,0,0,0,0,0,0
400,SAMN03648207,0,0,0,0,0,0,0,0,0,0,0,0
401,SAMN03648212,0,0,0,0,0,0,0,0,0,0,0,0
402,SAMN03648216,0,0,0,0,0,0,0,0,0,0,0,0
403,SAMN03648220,0,0,0,0,0,0,0,0,0,0,0,0
404,SAMN03648228,0,0,0,0,0,0,0,0,0,0,0,0
405,SAMN03648241,0,0,0,0,0,0,0,0,0,0,0,0
406,SAMN03648252,0,0,0,0,0,0,0,0,0,0,0,0
407,SAMN03648257,0,0,0,0,0,0,0,0,0,0,0,0
408,SAMN03648258,0,0,0,0,0,0,0,0,0,0,0,0
409,SAMN03648263,0,0,0,0,0,0,0,0,0,0,0,0
410,SAMN03648273,0,0,0,0,0,0,0,0,0,0,0,0
411,SAMN03648275,0,0,0,0,0,0,0,0,0,0,0,0
412,SAMN03648278,0,0,0,0,0,0,0,0,0,0,0,0
413,SAMN03648280,0,0,0,0,0,0,0,0,0,0,0,0
414,SAMN03648291,0,0,0,0,0,0,0,0,0,0,0,0
415,SAMN03648293,0,0,0,0,0,0,0,0,0,0,0,0
416,SAMN03648321,0,0,0,0,0,0,0,0,0,0,0,0
417,SAMN03648349,0,0,0,0,0,0,0,0,0,0,0,0
418,SAMN03648352,0,0,0,0,0,0,0,0,0,0,0,0
419,SAMN03648370,0,0,0,0,0,0,0,0,0,0,0,0
420,SAMN03648374,0,0,0,0,0,0,0,0,0,0,0,0
421,SAMN03648381,0,0,0,0,0,0,0,0,0,0,0,0
422,SAMN03648390,0,0,0,0,0,0,0,0,0,0,0,0
423,SAMN03648392,0,0,0,0,0,0,0,0,0,0,0,0
424,SAMN03648397,0,0,0,0,0,0,0,0,0,0,0,0
425,SAMN03648428,0,0,0,0,0,0,0,0,0,0,0,0
426,SAMN03648439,0,0,0,0,0,0,0,0,0,0,0,0
427,SAMN03648463,0,0,0,0,0,0,0,0,0,0,0,0
428,SAMN03648480,0,0,0,0,0,0,0,1,0,0,0,0
429,SAMN03648489,0,0,0,0,0,0,0,0,0,0,0,0
430,SAMN03648544,0,0,0,0,0,0,0,0,0,0,0,0
431,SAMN03648552,0,0,0,0,0,0,0,0,0,0,0,0
432,SAMN03648562,0,0,0,0,0,0,0,0,0,0,0,0
433,SAMN03648581,0,0,0,0,0,0,0,0,0,0,0,0
434,SAMN03648591,1,1,1,1,1,1,1,1,1,1,1,1
435,SAMN03648592,0,0,0,0,0,0,0,0,0,0,0,0
436,SAMN03648596,0,0,0,0,0,0,0,0,0,0,0,0
437,SAMN03648636,0,0,0,0,0,0,0,0,0,0,0,0
438,SAMN03648652,0,0,0,0,0,0,0,1,0,0,0,0
439,SAMN03648661,0,0,0,0,0,0,0,0,0,0,0,0
440,SAMN03648662,0,0,0,0,0,0,0,1,0,0,0,0
441,SAMN03648675,0,0,0,0,0,0,0,1,0,0,0,0
442,SAMN03648685,0,0,0,0,0,0,0,0,0,0,0,0
443,SAMN03648734,0,0,0,0,0,0,0,0,0,0,0,0
444,SAMN03648742,0,0,1,0,0,0,1,1,0,1,0,0
445,SAMN03648747,0,0,0,0,0,0,0,0,0,0,0,0
446,SAMN03648750,0,0,0,0,0,0,0,0,0,0,0,0
447,SAMN03648751,0,0,0,0,0,0,0,0,0,0,0,0
448,SAMN03648754,0,0,0,0,0,0,0,0,0,0,0,0
449,SAMN03648756,0,0,0,0,0,0,0,0,0,0,0,0
450,SAMN03648760,0,0,0,0,0,0,0,0,0,0,0,0
451,SAMN03648766,0,1,1,1,0,0,1,1,0,0,1,0
452,SAMN03648774,0,0,0,0,0,0,0,0,0,0,0,0
453,SAMN03648784,0,0,0,0,0,0,0,0,0,0,0,0
454,SAMN03648831,0,0,0,0,0,0,0,0,0,0,0,0
455,SAMN03648838,0,0,0,0,0,0,0,0,0,0,0,0
456,SAMN03648848,0,0,0,0,0,0,0,1,0,0,0,0
457,SAMN03648860,0,0,0,0,0,0,0,0,0,0,0,0
458,SAMN03648888,0,0,1,1,1,0,1,0,0,1,1,1
459,SAMN03648891,0,0,0,0,0,0,0,0,0,0,0,0
460,SAMN03648896,0,0,0,0,0,0,0,0,0,0,0,0
461,SAMN03648903,0,0,0,0,0,0,0,0,0,0,0,0
462,SAMN03648914,0,0,0,0,0,0,0,0,0,0,0,0
463,SAMN03648918,0,0,0,0,0,0,0,0,0,0,0,0
464,SAMN03648934,0,0,0,0,0,0,0,0,0,0,0,0
465,SAMN03648963,0,0,0,0,0,0,0,1,0,0,0,0
466,SAMN03648971,0,0,0,0,0,0,0,0,0,0,0,0
467,SAMN03648975,0,0,0,0,0,0,0,0,0,0,0,0
468,SAMN03648976,0,0,0,0,0,0,0,0,0,0,0,0
469,SAMN03648980,0,0,0,0,0,0,0,1,0,0,0,0
470,SAMN03648987,0,0,0,0,0,0,0,0,0,0,0,0
471,SAMN03649003,0,0,0,0,0,0,0,0,0,0,0,0
472,SAMN03649011,0,0,0,0,0,0,0,0,0,0,0,0
473,SAMN03649025,0,0,0,0,0,0,0,0,0,0,0,0
474,SAMN03649026,0,0,0,0,0,0,0,0,0,0,0,0
475,SAMN03649028,0,0,0,0,0,0,0,0,0,0,0,0
476,SAMN03649043,0,0,0,0,0,0,0,0,0,0,0,0
477,SAMN03649072,0,0,0,0,0,0,0,0,0,0,0,0

MTB rifampicin Consistent Genes per 6 fold validation All Set
,Feature
0,NC_000962.3_761155
1,NC_000962.3_2155168
2,NC_000962.3_4247429
3,NC_000962.3_4247431
4,NC_000962.3_761110
5,NC_000962.3_761139
6,NC_000962.3_1473246
7,NC_000962.3_2302033
8,NC_000962.3_836272
9,NC_000962.3_2634282
10,NC_000962.3_2630740
11,NC_000962.3_3847087
12,NC_000962.3_4254290
13,NC_000962.3_580772
14,NC_000962.3_3934542
15,NC_000962.3_1673425
16,NC_000962.3_761161
17,NC_000962.3_122109
18,NC_000962.3_2153725
19,NC_000962.3_104941
20,NC_000962.3_761109
21,NC_000962.3_1481185
22,NC_000962.3_608037
23,NC_000962.3_1634609
24,NC_000962.3_7581
25,NC_000962.3_4370678
26,NC_000962.3_761140
27,NC_000962.3_2289252
28,NC_000962.3_852736
29,NC_000962.3_2693482
30,NC_000962.3_761102
31,NC_000962.3_2289253
32,NC_000962.3_1365837
33,NC_000962.3_760314
34,NC_000962.3_565334
35,NC_000962.3_761101
36,NC_000962.3_582241
37,NC_000962.3_4249518
38,NC_000962.3_2092155
39,NC_000962.3_393849
40,NC_000962.3_1030058
41,NC_000962.3_4269296
42,NC_000962.3_506950
43,NC_000962.3_3440464
44,NC_000962.3_611024
45,NC_000962.3_2006645
46,NC_000962.3_762889
47,NC_000962.3_760306

MTB rifampicin Intersection Set Results
,classifier,tr_precision_avg,tr_recall_avg,tr_f1_avg,te_precision_avg,te_recall_avg,te_f1_avg,Tf_CV_Avg,au_ROC_avg,au_PR_avg,Loo_CV
0,LogR,0.96,0.941,0.95,0.959,0.939,0.948,0.958,0.979,0.968,0.958
1,gNB,0.938,0.94,0.939,0.938,0.94,0.939,0.95,0.973,0.955,0.949
2,SVM,0.964,0.955,0.959,0.957,0.949,0.953,0.961,0.971,0.963,0.963
3,DT,0.973,0.959,0.966,0.955,0.939,0.946,0.957,0.948,0.939,0.957
4,RF,0.971,0.959,0.965,0.956,0.944,0.95,0.959,0.97,0.958,0.962
5,KNN,0.955,0.936,0.945,0.948,0.921,0.933,0.945,0.958,0.955,0.946
6,LDA,0.959,0.918,0.936,0.959,0.916,0.934,0.949,0.979,0.968,0.948
7,mNB,0.941,0.93,0.936,0.942,0.93,0.936,0.947,0.951,0.94,0.947
8,ABC,0.96,0.939,0.948,0.96,0.939,0.949,0.957,0.978,0.968,0.957
9,GBC,0.964,0.953,0.959,0.96,0.949,0.954,0.961,0.98,0.971,0.963
10,ETC,0.973,0.959,0.966,0.957,0.942,0.949,0.959,0.96,0.95,0.96
11,BC,0.969,0.96,0.965,0.955,0.945,0.949,0.959,0.968,0.958,0.959

Predicted Labels Intersection Set
,Isolate,prediction by LogR,prediction by gNB,prediction by SVM,prediction by DT,prediction by RF,prediction by KNN,prediction by LDA,prediction by mNB,prediction by ABC,prediction by GBC,prediction by ETC,prediction by BC
0,SAMEA1018845,0,0,0,0,0,0,0,0,0,0,0,0
1,SAMEA1018848,1,0,1,1,1,0,1,1,0,1,1,1
2,SAMEA1018878,0,0,0,0,0,0,0,0,0,0,0,0
3,SAMEA1018881,0,0,0,0,0,0,0,0,0,0,0,0
4,SAMEA1018948,0,0,0,0,0,0,0,0,0,0,0,0
5,SAMEA1018950,0,0,0,0,0,0,0,0,0,0,0,0
6,SAMEA1018969,0,0,0,0,0,0,0,0,0,0,0,0
7,SAMEA1018989,0,0,0,0,0,0,0,0,0,0,0,0
8,SAMEA1018990,0,0,0,0,0,0,0,0,0,0,0,0
9,SAMEA1018991,0,0,0,0,0,0,0,0,0,0,0,0
10,SAMEA1018994,0,0,0,0,0,0,0,0,0,0,0,0
11,SAMEA1019001,0,0,0,0,0,0,0,0,0,0,0,0
12,SAMEA1019034,0,0,0,0,0,0,0,0,0,0,0,0
13,SAMEA1019064,0,0,0,0,0,0,0,0,0,0,0,0
14,SAMEA1019066,0,0,0,0,0,0,0,0,0,0,0,0
15,SAMEA1019143,0,0,0,0,0,0,0,0,0,0,0,0
16,SAMEA1019145,0,0,0,0,0,0,0,0,0,0,0,0
17,SAMEA1019146,0,0,0,0,0,0,0,0,0,0,0,0
18,SAMEA1019192,1,0,1,1,1,0,1,1,0,1,1,1
19,SAMEA1019196,0,0,0,0,0,0,0,0,0,0,0,0
20,SAMEA1019197,0,0,0,0,0,0,0,0,0,0,0,0
21,SAMEA1019215,0,0,0,0,0,0,0,0,0,0,0,0
22,SAMEA1019224,0,0,0,0,0,0,0,0,0,0,0,0
23,SAMEA1019259,0,0,0,0,0,0,0,0,0,0,0,0
24,SAMEA1019308,0,0,0,0,0,0,0,0,0,0,0,0
25,SAMEA1019318,0,0,0,0,0,0,0,0,0,0,0,0
26,SAMEA2296967,0,0,0,0,0,0,0,0,0,0,0,0
27,SAMEA2297026,0,0,0,0,0,0,0,0,0,0,0,0
28,SAMEA2297043,0,0,0,0,0,0,0,0,0,0,0,0
29,SAMEA2297044,0,0,0,0,0,0,0,0,0,0,0,0
30,SAMEA2297060,0,0,0,0,0,0,0,0,0,0,0,0
31,SAMEA2297082,0,0,0,0,0,0,0,0,0,0,0,0
32,SAMEA2297098,0,0,0,0,0,0,0,0,0,0,0,0
33,SAMEA2297112,0,0,0,0,0,0,0,0,0,0,0,0
34,SAMEA2297121,0,0,0,0,0,0,0,0,0,0,0,0
35,SAMEA2297155,0,0,0,0,1,0,0,1,0,0,0,0
36,SAMEA2297157,0,0,0,0,0,0,0,0,0,0,0,0
37,SAMEA2297172,0,0,0,0,0,0,0,0,0,0,0,0
38,SAMEA2297182,0,0,0,0,0,0,0,0,0,0,0,0
39,SAMEA2517445,0,1,0,0,0,0,0,0,0,0,0,0
40,SAMEA2533362,0,0,0,0,0,0,0,0,0,0,0,0
41,SAMEA2533365,0,0,0,0,0,0,0,0,0,0,0,0
42,SAMEA2533374,0,0,0,0,0,0,0,0,0,0,0,0
43,SAMEA2533397,0,0,0,0,0,0,0,0,0,0,0,0
44,SAMEA2533409,1,0,1,1,1,1,1,1,1,1,1,1
45,SAMEA2533417,0,0,0,0,0,0,0,0,0,0,0,0
46,SAMEA2533438,0,0,0,0,0,0,0,0,0,0,0,0
47,SAMEA2533451,0,0,0,0,0,0,0,0,0,0,0,0
48,SAMEA2533457,0,0,0,0,0,0,0,0,0,0,0,0
49,SAMEA2533469,0,0,0,0,0,0,0,0,0,0,0,0
50,SAMEA2533471,0,0,0,0,0,0,0,0,0,0,0,0
51,SAMEA2533484,1,1,1,1,1,1,1,1,1,1,1,1
52,SAMEA2533522,0,0,0,0,0,0,0,0,0,0,0,0
53,SAMEA2533579,0,0,0,0,0,0,0,0,0,0,0,0
54,SAMEA2533581,0,0,0,0,0,0,0,0,0,0,0,0
55,SAMEA2533629,0,0,0,0,0,0,0,0,0,0,0,0
56,SAMEA2533633,0,0,0,0,0,0,0,0,0,0,0,0
57,SAMEA2533662,0,0,0,0,0,0,0,0,0,0,0,0
58,SAMEA2533710,0,0,0,0,0,0,0,0,0,0,0,0
59,SAMEA2533778,0,0,0,0,0,0,0,0,0,0,0,0
60,SAMEA2533793,0,0,0,0,0,0,0,1,0,0,0,0
61,SAMEA2533806,1,0,1,1,1,1,1,1,1,1,1,1
62,SAMEA2533843,1,0,1,1,0,1,1,1,1,1,1,1
63,SAMEA2533858,0,0,0,0,0,0,0,0,0,0,0,0
64,SAMEA2533883,0,0,0,0,0,0,0,0,0,0,0,0
65,SAMEA2533924,0,0,0,0,0,0,0,0,0,0,0,0
66,SAMEA2533966,0,0,0,0,0,0,0,0,0,0,0,0
67,SAMEA2533975,0,0,0,0,0,0,0,0,0,0,0,0
68,SAMEA2533979,0,0,0,0,0,0,0,0,0,0,0,0
69,SAMEA2533999,0,0,0,0,0,0,0,0,0,0,0,0
70,SAMEA2534001,0,0,0,0,0,0,0,0,0,0,0,0
71,SAMEA2534047,0,0,0,0,0,0,0,0,0,0,0,0
72,SAMEA2534052,1,0,1,1,1,0,1,1,1,1,1,1
73,SAMEA2534056,1,0,1,1,1,1,1,1,1,1,1,1
74,SAMEA2534089,0,1,0,1,0,0,0,0,0,0,0,0
75,SAMEA2534123,0,0,0,0,0,0,0,0,0,0,0,0
76,SAMEA2534142,0,0,0,0,0,0,0,0,0,0,0,0
77,SAMEA2534153,0,0,0,0,0,0,0,0,0,0,0,0
78,SAMEA2534198,0,0,0,0,0,0,0,0,0,0,0,0
79,SAMEA2534207,1,0,1,1,1,1,1,1,1,1,1,1
80,SAMEA2534209,0,0,0,0,0,0,0,0,0,0,0,0
81,SAMEA2534213,0,0,0,0,0,0,0,0,0,0,0,0
82,SAMEA2534220,1,0,1,1,1,1,1,1,1,1,1,1
83,SAMEA2534230,0,0,0,0,0,0,0,0,0,0,0,0
84,SAMEA2534244,0,0,0,0,0,0,0,0,0,0,0,0
85,SAMEA2534245,0,0,0,0,0,0,0,0,0,0,0,0
86,SAMEA2534329,0,0,0,0,0,0,0,0,0,0,0,0
87,SAMEA2534334,0,0,0,0,0,0,0,0,0,0,0,0
88,SAMEA2534411,1,0,1,1,1,1,1,1,1,1,1,1
89,SAMEA2534441,1,0,1,1,1,1,1,1,1,1,1,1
90,SAMEA2534467,0,0,0,0,0,0,0,0,0,0,0,0
91,SAMEA2534489,1,0,1,1,1,1,1,1,1,1,1,1
92,SAMEA2534518,1,0,1,1,1,1,1,1,1,1,1,1
93,SAMEA2534527,0,0,0,0,0,0,0,0,0,0,0,0
94,SAMEA2534547,0,0,0,0,0,0,0,0,0,0,0,0
95,SAMEA2534605,1,0,1,1,1,1,1,1,1,1,1,1
96,SAMEA2534608,0,0,0,0,0,0,0,0,0,0,0,0
97,SAMEA2534618,1,0,1,1,1,1,1,1,1,1,1,1
98,SAMEA2534657,0,0,0,0,0,0,0,0,0,0,0,0
99,SAMEA2534675,0,0,0,0,0,0,0,0,0,0,0,0
100,SAMEA2534728,0,0,0,0,0,0,0,0,0,0,0,0
101,SAMEA2534746,0,0,0,0,0,0,0,1,0,0,0,0
102,SAMEA2534765,0,0,0,0,0,0,0,0,0,0,0,0
103,SAMEA2534780,1,0,1,1,1,1,1,1,1,1,1,1
104,SAMEA2534823,0,0,0,0,0,0,0,0,0,0,0,0
105,SAMEA2534853,0,1,0,0,0,0,0,0,1,0,0,0
106,SAMEA2534865,0,0,0,0,0,0,0,0,0,0,0,0
107,SAMEA2534872,0,0,0,0,0,0,0,0,0,0,0,0
108,SAMEA2534882,0,0,0,0,0,0,0,0,0,0,0,0
109,SAMEA2534883,0,0,0,0,0,0,0,0,0,0,0,0
110,SAMEA2534895,1,1,1,1,1,1,1,1,1,1,1,0
111,SAMEA2534920,0,0,0,0,0,0,0,0,0,0,0,0
112,SAMEA2534923,0,0,0,0,0,0,0,0,0,0,0,0
113,SAMEA2534942,0,0,0,0,0,0,0,1,0,0,0,0
114,SAMEA2534964,0,0,0,0,0,0,0,0,0,0,0,0
115,SAMEA2534992,1,0,1,1,1,1,1,1,1,1,1,1
116,SAMEA2534994,0,0,0,0,0,0,0,1,0,0,0,0
117,SAMEA2535020,0,0,0,0,0,0,0,0,0,0,0,0
118,SAMEA2535022,0,0,0,0,0,0,0,0,0,0,0,0
119,SAMEA2535023,0,0,0,0,0,0,0,0,0,0,0,0
120,SAMEA2535027,0,0,0,0,0,0,0,0,0,0,0,0
121,SAMEA2535063,0,0,0,0,0,0,0,0,0,0,0,0
122,SAMEA2535083,0,0,0,0,0,0,0,0,0,0,0,0
123,SAMEA2535103,0,0,0,0,0,0,0,0,0,0,0,0
124,SAMEA2535110,0,0,0,0,0,0,0,0,0,0,0,0
125,SAMEA2535115,0,0,0,0,0,0,0,0,0,0,0,0
126,SAMEA2535125,0,0,0,0,0,0,0,0,0,0,0,0
127,SAMEA2535136,0,0,0,0,0,0,0,0,0,0,0,0
128,SAMEA2535148,0,0,0,0,0,0,0,0,0,0,0,0
129,SAMEA2535149,0,0,0,0,0,0,0,0,0,0,0,0
130,SAMEA2535182,0,0,0,0,0,0,0,0,0,0,0,0
131,SAMEA2535184,1,0,1,1,1,1,1,1,1,1,1,1
132,SAMEA2535198,1,0,1,1,1,1,1,1,1,1,1,1
133,SAMEA2535202,0,0,0,0,0,0,0,0,0,0,0,0
134,SAMEA2535209,0,0,0,0,0,0,0,0,0,0,0,0
135,SAMEA2535239,0,0,0,0,0,0,0,0,0,0,0,0
136,SAMEA2535251,0,0,0,0,0,0,0,0,0,0,0,0
137,SAMEA2535285,0,0,0,0,0,0,0,0,0,0,0,0
138,SAMEA961570,0,0,0,0,0,0,0,0,0,0,0,0
139,SAMEA961601,0,0,0,0,0,0,0,0,0,0,0,0
140,SAMEA961618,0,0,0,0,0,0,0,0,0,0,0,0
141,SAMEA961619,0,0,0,0,0,0,0,0,0,0,0,0
142,SAMEA961630,0,0,0,0,0,0,0,0,0,0,0,0
143,SAMEA961632,0,0,0,0,0,0,0,0,0,0,0,0
144,SAMEA961638,0,0,0,0,0,0,0,0,0,0,0,0
145,SAMEA961662,0,0,0,0,0,0,0,0,0,0,0,0
146,SAMEA961668,0,0,0,0,0,0,0,0,0,0,0,0
147,SAMN01925614,1,1,1,1,1,1,1,1,1,1,1,1
148,SAMN01925633,1,0,1,1,1,1,0,1,1,1,1,1
149,SAMN01925638,1,1,1,1,1,1,1,1,1,1,1,1
150,SAMN01925652,1,1,1,1,1,1,1,1,1,1,1,1
151,SAMN01925686,1,0,1,1,1,1,1,1,1,1,1,1
152,SAMN02053757,1,0,1,1,1,1,1,1,1,1,1,1
153,SAMN02053767,0,0,0,0,0,0,0,0,0,0,0,0
154,SAMN02053777,1,0,1,1,1,1,1,1,1,1,1,1
155,SAMN02053788,1,0,1,1,1,1,1,1,1,1,1,1
156,SAMN02053821,0,0,0,0,0,0,0,0,0,0,0,0
157,SAMN02053823,0,0,0,0,0,0,0,1,0,0,0,0
158,SAMN02231123,0,0,0,0,0,0,0,0,0,0,0,0
159,SAMN02231126,0,1,1,1,0,0,1,1,1,0,1,1
160,SAMN02231148,0,1,0,1,0,0,1,0,0,0,1,1
161,SAMN02231153,1,0,1,1,1,1,1,1,1,1,1,1
162,SAMN02231158,1,0,1,1,1,0,1,1,1,1,1,1
163,SAMN02231188,1,0,1,1,1,0,1,0,1,1,1,1
164,SAMN02350409,1,0,1,1,1,1,1,1,1,1,1,1
165,SAMN02350427,1,1,1,1,1,1,1,1,1,1,1,1
166,SAMN02350432,1,0,1,1,1,1,1,1,1,1,1,1
167,SAMN02350438,1,0,1,1,1,1,1,1,1,1,1,1
168,SAMN02350444,0,0,0,0,0,0,0,0,0,0,0,0
169,SAMN02350452,0,0,0,0,0,0,0,1,0,0,0,0
170,SAMN02350459,0,0,0,0,0,0,0,1,0,0,0,0
171,SAMN02350460,1,0,1,1,1,1,1,1,1,1,1,1
172,SAMN02350468,0,0,0,0,0,0,0,1,0,0,0,0
173,SAMN02350471,1,0,1,1,1,1,1,1,1,1,1,1
174,SAMN02350474,1,1,1,1,1,1,1,1,1,1,1,1
175,SAMN02350482,1,0,1,1,1,0,1,1,1,1,1,1
176,SAMN02350488,1,0,1,1,1,1,1,1,1,1,1,1
177,SAMN02360564,0,0,0,0,0,0,0,0,0,0,0,0
178,SAMN02360566,1,1,1,1,1,1,1,1,1,1,1,1
179,SAMN02360580,0,1,0,0,0,0,0,1,0,0,0,0
180,SAMN02360594,1,1,1,1,1,1,1,1,1,1,1,1
181,SAMN02360599,0,0,0,0,0,0,0,1,0,0,0,0
182,SAMN02360601,1,0,1,1,1,1,1,1,1,1,1,1
183,SAMN02364086,0,0,0,0,0,0,0,0,0,0,0,0
184,SAMN02364090,0,0,0,0,0,0,0,0,0,0,0,0
185,SAMN02380982,0,0,1,0,0,0,0,0,1,1,0,1
186,SAMN02380986,0,0,0,0,0,0,0,0,0,0,0,0
187,SAMN02380992,0,0,0,0,0,0,0,0,0,0,0,0
188,SAMN02380997,1,0,1,1,1,1,1,1,1,1,1,1
189,SAMN02380998,1,0,1,1,1,1,1,1,1,1,1,1
190,SAMN02381015,0,0,0,0,0,0,0,0,0,0,0,0
191,SAMN02381020,0,0,0,0,0,0,0,0,0,0,0,0
192,SAMN02381024,0,0,0,0,0,0,0,0,0,0,0,0
193,SAMN02381045,0,0,0,0,0,0,0,0,0,0,0,0
194,SAMN02398693,1,0,1,1,1,1,1,1,1,1,1,1
195,SAMN02398701,1,0,1,1,1,1,1,1,1,1,1,1
196,SAMN02398704,1,0,1,1,1,1,1,1,1,1,1,1
197,SAMN02402667,0,0,0,0,0,0,0,0,0,0,0,0
198,SAMN02403442,1,0,1,1,1,1,1,1,1,1,1,1
199,SAMN02403460,1,0,1,1,1,1,1,1,1,1,1,1
200,SAMN02403465,1,0,1,1,1,1,1,1,1,1,1,1
201,SAMN02403476,1,0,1,1,1,1,1,1,1,1,1,1
202,SAMN02403482,1,0,1,1,1,1,1,1,1,1,1,1
203,SAMN02403486,1,0,1,1,1,1,1,1,1,1,1,1
204,SAMN02403505,1,1,1,0,1,1,1,1,1,1,0,0
205,SAMN02403512,1,0,1,1,1,1,1,1,1,1,1,1
206,SAMN02403524,1,0,1,1,1,1,1,1,1,1,1,1
207,SAMN02403526,1,0,1,1,1,1,1,1,1,1,1,1
208,SAMN02403528,1,0,1,1,1,1,1,1,1,1,1,1
209,SAMN02403542,1,0,1,1,1,1,1,1,1,1,1,1
210,SAMN02403549,1,1,1,1,1,1,1,1,1,1,1,1
211,SAMN02403551,1,0,1,1,1,1,1,1,1,1,1,1
212,SAMN02403559,1,0,1,1,1,1,1,1,1,1,1,1
213,SAMN02403578,1,1,1,1,1,1,1,1,1,1,1,1
214,SAMN02403589,0,0,1,1,0,0,1,0,0,1,0,1
215,SAMN02403607,1,0,1,1,1,0,1,1,1,1,1,1
216,SAMN02403613,1,0,1,1,1,1,1,1,1,1,1,1
217,SAMN02414856,1,0,1,1,1,0,1,0,0,1,1,1
218,SAMN02414863,1,0,1,1,1,0,1,1,1,1,1,1
219,SAMN02414864,1,0,1,1,1,1,1,1,1,1,1,1
220,SAMN02414877,1,1,1,1,1,0,1,1,1,1,1,1
221,SAMN02414885,1,0,1,1,1,1,1,1,1,1,1,1
222,SAMN02414886,1,0,1,1,1,1,1,1,1,1,1,1
223,SAMN02414899,1,0,1,1,1,1,1,1,1,1,1,1
224,SAMN02414903,0,0,0,0,0,0,0,0,0,0,0,0
225,SAMN02414917,1,0,1,1,1,1,1,1,1,1,1,1
226,SAMN02414920,1,0,1,1,1,1,1,1,1,1,1,1
227,SAMN02414924,1,0,1,1,1,1,1,1,1,1,1,1
